date_agg,week_date,days_since_coinbase,herfindal_index
202028,2020-02-17,50,0.17902002890321633
202028,2020-02-17,51,0.17884968399761417
202028,2020-02-17,52,0.178849351211651
202028,2020-02-17,53,0.1788445868136431
202028,2020-02-17,54,0.17883401306573354
202028,2020-02-17,55,0.17883293033621109
202028,2020-02-17,56,0.17883243013042632
202028,2020-02-17,57,0.17883192737846731
202028,2020-02-17,58,0.17883187948851742
202028,2020-02-17,59,0.17883179547042746
202028,2020-02-17,60,0.17883133447362345
202028,2020-02-17,61,0.17883116296913487
202028,2020-02-17,62,0.17882944646211132
202028,2020-02-17,63,0.17882456264935767
202028,2020-02-17,64,0.17882328103591041
202028,2020-02-17,65,0.17882316325585951
202028,2020-02-17,66,0.17882161007319711
202028,2020-02-17,67,0.17881934160378168
202028,2020-02-17,68,0.17881064964218737
202028,2020-02-17,69,0.17880990989615828
202028,2020-02-17,70,0.17878219505948995
202028,2020-02-17,71,0.17877905610360295
202028,2020-02-17,72,0.17876406075403634
202028,2020-02-17,73,0.17876382080598285
202028,2020-02-17,74,0.17873135264764733
202028,2020-02-17,75,0.17872965086590092
202028,2020-02-17,76,0.17872954420305151
202028,2020-02-17,77,0.17872929889224076
202028,2020-02-17,78,0.17872754223758611
202028,2020-02-17,79,0.17872053451506398
202028,2020-02-17,80,0.17871468251300734
202028,2020-02-17,81,0.17857531266205323
202028,2020-02-17,82,0.17857052075776664
202028,2020-02-17,83,0.17856600089073427
202028,2020-02-17,84,0.17856411336250072
202028,2020-02-17,85,0.17856399914575771
202028,2020-02-17,86,0.17855413681186305
202028,2020-02-17,87,0.17855358822412193
202028,2020-02-17,88,0.17855354624334582
202028,2020-02-17,89,0.17855346076042408
202028,2020-02-17,90,0.17855345757228297
202028,2020-02-17,91,0.17855346071326922
202028,2020-02-17,92,0.17855344625831238
202028,2020-02-17,93,0.17855348786488692
202028,2020-02-17,94,0.17855183741116182
202028,2020-02-17,95,0.17855173325882018
202028,2020-02-17,96,0.17854954832698813
202028,2020-02-17,97,0.17854783583422548
202028,2020-02-17,98,0.17854767206635469
202028,2020-02-17,99,0.17854753560538134
202028,2020-02-17,100,0.17854746121759638
202028,2020-02-17,101,0.17854699514393518
202028,2020-02-17,102,0.17854685726894573
202028,2020-02-17,103,0.17854680750577079
202028,2020-02-17,104,0.17852499021006688
202028,2020-02-17,105,0.17852414743902839
202028,2020-02-17,106,0.17852410901588667
202028,2020-02-17,107,0.17852405533939592
202028,2020-02-17,108,0.17852397114162974
202028,2020-02-17,109,0.17852395711209448
202028,2020-02-17,110,0.1785239684402426
