date,block_number,block_ts,total_utxo_value,utxo_value_under_1d,utxo_value_1d_1w,utxo_value_1w_1m,utxo_value_1m_3m,utxo_value_3m_6m,utxo_value_6m_12m,utxo_value_12m_18m,utxo_value_18m_24m,utxo_value_2y_3y,utxo_value_3y_5y,utxo_value_5y_8y,utxo_value_greater_8y,total_utxo_count,utxo_count_under_1d,utxo_count_1d_1w,utxo_count_1w_1m,utxo_count_1m_3m,utxo_count_3m_6m,utxo_count_6m_12m,utxo_count_12m_18m,utxo_count_18m_24m,utxo_count_2y_3y,utxo_count_3y_5y,utxo_count_5y_8y,utxo_count_greater_8y,total_utxo_count_filter,utxo_count_filter_under_1d,utxo_count_filter_1d_1w,utxo_count_filter_1w_1m,utxo_count_filter_1m_3m,utxo_count_filter_3m_6m,utxo_count_filter_6m_12m,utxo_count_filter_12m_18m,utxo_count_filter_18m_24m,utxo_count_filter_2y_3y,utxo_count_filter_3y_5y,utxo_count_filter_5y_8y,utxo_count_filter_greater_8y
2019-08-04,588657,2019-08-04T23:58:15,1785819604497237,10898809498013,79425391824147,107999527028800,203073859101713,139081190899141,232449511888740,134345485078222,229648252800289,156353491871631,94076120753239,151661495545828,246806468207474,88681006,387788,1784489,4809694,11002114,11779216,14346149,7454778,7943098,8582598,12461748,7399446,729888,11056021,99226,405059,857365,1375013,950026,1160753,1067730,1626269,1196136,1163077,894338,261029
2019-08-05,588800,2019-08-05T23:58:12,1785998354497237,29515560592329,40136201579047,134241121278165,199338436391248,142648668023271,231898988162996,130449717059125,228426002576770,156839380570202,94121905341678,151422606537740,246959766384666,88774266,450980,1733750,4751765,11031069,11777494,14437389,7452315,7941587,8588578,12475812,7402922,730605,11058752,153639,365660,846108,1369758,954481,1161484,1062908,1626235,1197221,1165268,894603,261387
2019-08-06,588961,2019-08-06T23:46:35,1786199604497237,26089900177680,46006125906663,134396283290314,199129748143854,144106066333233,229162157271856,129443584409723,228145883862587,157184669365112,94169126920725,151119609593145,247246449222345,88866509,476949,1734707,4706849,11056417,11774142,14512157,7451745,7933742,8595025,12485104,7408376,731296,11048622,150886,365520,828803,1374939,959673,1161503,1059733,1625332,1198169,1167458,894857,261749
2019-08-07,589114,2019-08-07T23:47:22,1786390854497237,19349732841297,52829296313756,124364324832000,209949306521395,143731187439766,228850045192632,128951918342082,228320244036766,157437308730396,94190649563980,151109198964397,247307641718770,89060959,620338,1773663,4693249,11007997,11794597,14562628,7457728,7913750,8593441,12498599,7412875,732094,11077588,149353,382074,822976,1387139,964333,1162254,1057336,1625683,1199444,1169731,895137,262128
2019-08-08,589256,2019-08-08T23:51:24,1786568354497237,20770124436099,54319501429667,118893072316005,213297107871744,141188116118329,230965803966023,128616514708104,228394504330270,157514257176598,94383674422027,150812018820154,247413658902217,89096045,433660,1915270,4654283,11000053,11839609,14611056,7464856,7916878,8599512,12512204,7415851,732813,11072772,137841,387371,814979,1389042,970137,1161994,1055777,1625743,1200391,1171800,895216,262481
2019-08-09,589403,2019-08-09T23:58:06,1786752104497237,17058313576835,57619563252272,116102429595477,214905686684505,142741439798233,230879794876492,128609971851334,227981828685354,158224698701776,94389597743353,150742920071132,247495859660474,89226864,446838,1898154,4624658,11038322,11853585,14675310,7485366,7918441,8612447,12515078,7425113,733552,11067848,130182,391071,804429,1391688,973547,1163176,1054503,1624797,1202762,1173376,895434,262883
2019-08-10,589554,2019-08-10T23:44:58,1786940854497237,11297433894473,63229585375914,115797634149455,214938317891598,143336379281895,230840415776988,128459657119229,227700621136204,158706440340213,94428937616773,150690097407214,247515334507281,89376368,397015,1949268,4630088,11055754,11847322,14780760,7488820,7898245,8636144,12519195,7439561,734196,11082779,107863,415660,807884,1395277,975705,1164603,1052876,1625406,1203417,1175232,895642,263214
2019-08-11,589707,2019-08-11T23:58:40,1787132104497237,11413505853072,63386240187525,115763053235089,214334379251376,144293380271247,230995541504648,128132085358706,226984029622630,159140618962433,94471733735351,150656639088763,247560897426397,89534657,365841,1969982,4620075,11058884,11877953,14895114,7497150,7895394,8641921,12520167,7457289,734887,11097611,92483,432046,808847,1399748,978998,1167477,1051709,1625337,1203154,1178117,896155,263540
2019-08-12,589840,2019-08-12T23:56:17,1787298354497237,16133836440651,49007211357504,125991739098761,212769899540685,144743340184787,231514776457332,127811312646927,226561980180370,160028168812363,94499764725784,150604780910584,247631544141489,89700363,467574,1928504,4569878,11059324,11907291,14990583,7500569,7897207,8645200,12534246,7464479,735508,11123895,118581,398097,824443,1409545,981335,1170751,1050325,1625361,1204373,1180660,896607,263817
2019-08-13,589997,2019-08-13T23:42:23,1787494604497237,22187797466880,41205976704931,130665256320599,209475471944510,145727275511213,230750520069034,127361940766722,226061182842397,161203960065374,94532757885397,150625133237735,247697331682445,89783880,556899,1867010,4503236,11063253,11904885,15085335,7499984,7896207,8650181,12551527,7469181,736182,11109520,141545,358004,814912,1417655,982503,1171823,1048721,1623960,1205905,1183239,897186,264067
2019-08-14,590149,2019-08-14T23:55:41,1787684604497237,24331959218963,39424004124810,132532513671349,209354022995171,143575406081615,230881926408519,127348227711078,225779686731869,161528742735967,94544864684282,150630574109981,247752676023633,89910767,450084,1825373,4646007,11024173,11962795,15165933,7508118,7883128,8669910,12565736,7472539,736971,11121168,135117,352034,823362,1427099,984169,1173363,1047735,1621683,1208500,1186202,897526,264378
2019-08-15,590306,2019-08-15T23:56:19,1787880854497237,19518690221969,40324958972152,135745478311482,197287394453334,149473131604085,237315523164063,127784416101599,225334684559299,162086170463558,94408209699868,150733562120441,247868634825387,90080415,452222,1848098,4634878,10999630,12002316,15275259,7513215,7881625,8678646,12578092,7478629,737805,11142731,138636,354180,825062,1433737,986412,1175651,1046139,1621451,1209638,1189297,897770,264758
2019-08-16,590453,2019-08-16T23:55:02,1788064604497237,18388600799438,43207714368398,125434922599483,202715525429095,152756410381749,237171911838987,125900824388913,227014694993308,162289869040794,94487315922958,150737457530840,247959357203274,90251182,433228,1876487,4687339,10943232,12039097,15375501,7508724,7886411,8688943,12584298,7489366,738556,11164170,129404,363827,829048,1443349,988481,1177951,1043451,1620196,1212834,1192537,898023,265069
2019-08-17,590581,2019-08-17T23:41:18,1788224604497237,15903939633468,44665449285349,124720157703138,203710772767213,153538906044460,237071995413469,125962188477446,226704095874631,162535508960837,94686434512339,150718224181594,248006931643293,90418474,388586,1926961,4671186,10949062,12071022,15482015,7521996,7871356,8704814,12582477,7509670,739329,11184869,111076,388698,828750,1450379,991152,1179418,1043179,1618219,1215150,1194893,898604,265351
2019-08-18,590707,2019-08-18T23:31:54,1788382104497237,13362439833174,45454646665784,125357881071805,204162883808997,154160459743930,237078313909350,125701064775143,225761152003497,163674727675085,94890609343639,150716938980375,248060986686458,90582852,378391,1950516,4660723,10892522,12114032,15628211,7526424,7855220,8724678,12581894,7530102,740139,11199342,101801,402974,826344,1454408,993806,1182358,1041484,1615399,1218388,1197699,899026,265655
2019-08-19,590870,2019-08-19T23:45:28,1788585854497237,18589978977768,42689373652150,122331612191825,204497292541078,152602427148736,239185052527576,125948527290610,223937809598067,164876939866822,95096786897148,150735425508477,248094628296980,90724223,440918,1854797,4683465,10852517,12220460,15676722,7537149,7839783,8744258,12597670,7535514,740970,11209592,129087,378789,803603,1472677,1001243,1184725,1039131,1610883,1223227,1201188,898990,266049
2019-08-20,591023,2019-08-20T23:52:51,1788777104497237,18315429074002,42126220647877,123635919545474,203915155669748,153231636323211,239091920270459,125619895660338,222664600556345,166021191683047,95104665250634,150913619239474,248136850576628,90892473,475955,1749142,4794003,10814374,12329482,15697468,7544674,7817838,8773894,12612563,7541302,741778,11220142,128254,371366,810729,1473184,1007171,1187591,1036552,1604054,1230505,1205011,899361,266364
2019-08-21,591159,2019-08-21T23:48:04,1788947104497237,18418219273761,41264064082904,121015723971787,205822586041031,154525284677183,239099083279003,125774453166666,221973684601757,166851086292660,95086566281914,150853473960098,248262878868473,91122109,510120,1773505,4851101,10749465,12459971,15696704,7566282,7774682,8808656,12632499,7556562,742562,11240392,134906,365285,819904,1472015,1014334,1189674,1034154,1592868,1242215,1208458,899887,266692
2019-08-22,591300,2019-08-22T23:54:23,1789123354497237,15873843664050,41793165453316,123049242406680,205042597452794,154766918180488,239412970354850,125887405285875,220600624215707,168449654398221,95065219105228,150832355804950,248349358175078,91284749,513579,1795738,4891685,10687507,12563884,15704964,7587745,7740703,8846404,12644961,7564253,743326,11304913,211281,360436,829109,1444558,1020854,1191813,1033258,1584362,1250049,1211550,900628,267015
2019-08-23,591453,2019-08-23T23:56:16,1789314604497237,23272401180293,40101807682948,124342132218554,201859338813699,150700194797822,240024480233915,125703299597740,220215191866370,168941753678842,94936020123697,151004739445071,248213244858286,91421143,473781,1865141,4893605,10696288,12600046,15712079,7598317,7751292,8856440,12657649,7572442,744063,11271833,148774,426992,815333,1420585,1015054,1194048,1032712,1581208,1253906,1214807,901077,267337
2019-08-24,591613,2019-08-24T23:58:49,1789514604497237,10745803748754,50805607706702,126426940265470,201095364248917,151064237151439,239489947701316,126023483606081,220244184799491,169355206775048,95020184993065,151027443679793,248216199821161,91476432,404330,1922806,4915138,10614428,12681596,15717601,7616398,7745094,8863701,12661967,7588565,744808,11202072,112162,462538,821568,1349128,1006605,1196319,1031570,1579678,1255792,1217673,901384,267655
2019-08-25,591768,2019-08-25T23:46:00,1789708354497237,10604258228299,49328549287247,128486663654764,200535891064781,151221069250539,239773168967126,124617608633200,220967660837979,169857484491987,95075224477683,151017591223068,248223184380564,91639844,386751,1957261,4928391,10598311,12790202,15717713,7628731,7741218,8875097,12664623,7606052,745494,11218920,97610,473751,831015,1354098,1008592,1197569,1030586,1577888,1257858,1220366,901658,267929
2019-08-26,591905,2019-08-26T23:49:19,1789879604497237,20244551154430,41692668270038,97618882387097,229189363170296,151322318063992,239962165199158,124491718497647,219317842612183,171628080867139,94972712258613,151085144061476,248354157955168,91742941,438177,1873008,4930774,10626749,12838336,15735404,7641499,7732742,8889384,12676537,7613969,746362,11220464,135391,430187,830557,1356453,1009199,1199606,1029193,1574541,1261467,1223575,901972,268323
2019-08-27,592040,2019-08-27T23:56:37,1790048354497237,16321917793753,46299478990657,97490691787781,228523669500935,152455179399821,239722665560980,124244182099949,218445984574897,171935682552063,95179729070585,150967509541073,248461663624743,91859066,424147,1837445,4968697,10618338,12921976,15741604,7657322,7726978,8904525,12691645,7619235,747154,11223048,133145,429045,822772,1359112,1015082,1201427,1027739,1571841,1265023,1226751,902442,268669
2019-08-28,592191,2019-08-28T23:53:23,1790237104497237,18021908072956,43489805436938,97337454600290,218153386133209,164157418459824,239669250964898,124220726599241,217725742353969,172668312147725,95272403006528,150980926147481,248539770574178,92007239,442870,1779407,5000595,10623823,13017305,15755315,7677115,7714237,8918453,12705979,7624144,747996,11229256,134795,422873,819168,1367426,1018797,1201779,1026842,1571024,1265103,1229585,902845,269019
2019-08-29,592356,2019-08-29T23:58:06,1790443354497237,20115672185398,42575370440776,96551050539952,216424304131249,164745454680231,240487952912117,123673086716442,217929786971551,172895932052331,95475777434974,150923369245807,248645597186409,92145240,449106,1743683,5052359,10595613,13104036,15772968,7679260,7722169,8919793,12728831,7628661,748761,11251337,144035,370695,871586,1375410,1019832,1202710,1025768,1570903,1263597,1234292,903159,269350
2019-08-30,592516,2019-08-30T23:53:10,1790643354497237,16176302344396,41444239680526,100949214779791,216884055747084,163698379265340,241348668054340,123748445321888,218233968498878,172762616488018,95795766956593,150871447695641,248730249664742,92313555,456350,1724881,5062139,10620048,13180080,15790205,7683874,7750278,8914287,12747955,7633902,749556,11260375,135228,360204,884671,1383342,1021689,1204129,1024100,1571586,1262090,1240123,903534,269679
2019-08-31,592682,2019-08-31T23:59:21,1790850854497237,11375792285467,46816708925951,100553557890229,216573496570160,163776803778751,241153888665409,123874175098529,218245499179939,172905952091706,95862771489997,150961905710394,248750302810705,92521115,439495,1785875,5057016,10658228,13247570,15809142,7700663,7759797,8904205,12768272,7640610,750242,11281817,115130,386481,884007,1393058,1022678,1206186,1023711,1572541,1260103,1244222,903724,269976
2019-09-01,592825,2019-09-01T23:56:37,1791029604497237,11537210335389,46309590131840,100231613960771,217704505470859,163891860008791,240321893739770,123814999895331,218332952052002,173213951637500,95935131459697,150969546840910,248766348964377,92678612,386307,1845604,5039598,10658845,13358230,15818876,7710460,7753443,8926749,12756394,7673204,750902,11296728,103656,401530,881282,1401063,1024002,1206356,1023758,1572439,1260739,1247551,904113,270239
2019-09-02,592974,2019-09-02T23:35:54,1791215854497237,23358407679641,36735370032277,88729252339530,226691530515427,163298362180258,240935701630776,123948465944056,218164580912650,173628325776095,95832865860236,151124464766004,248768526860287,92803745,440457,1794002,5030352,10656300,13425394,15841442,7722042,7753358,8934437,12773413,7680968,751580,11306500,140230,364557,869332,1418468,1023492,1208155,1023232,1571891,1260105,1252025,904453,270560
2019-09-03,593138,2019-09-03T23:54:19,1791420854497237,22231601381560,38552708448358,82056503634191,232560141371718,163622461388800,241004763514361,123919882611143,217603058813421,170327976943230,99623005147585,151132316030908,248786435211962,92936804,475833,1795899,4990964,10668296,13478403,15877318,7716173,7762654,8940224,12792395,7686359,752286,11299678,146214,358452,850489,1426233,1024492,1208633,1022073,1571369,1259437,1256433,904981,270872
2019-09-04,593274,2019-09-04T23:54:16,1791590854497237,20636756948971,42193977337685,78898838100848,232356965524348,165290844222219,241239539648748,123211678410115,217108460219149,170821519768111,99872210585763,151181917710282,248778146020998,93005050,420624,1810808,4847515,10798743,13528997,15839275,7788790,7759652,8955748,12810737,7691045,753116,11283585,137047,364819,814680,1444071,1025539,1210508,1019959,1568943,1260995,1260511,905324,271189
2019-09-05,593439,2019-09-05T23:41:48,1791797104497237,19015220083248,42957023644496,78837152090504,233915137887024,165464340843759,241220061763909,122651888538542,216069119953376,171826763864484,99890904312472,151155255981449,248794235533974,93102736,449611,1773498,4867333,10794546,13601757,15843497,7805706,7752037,8943009,12820918,7696892,753932,11295989,135758,361865,814061,1454161,1028019,1212367,1018345,1565990,1264705,1263455,905738,271525
2019-09-06,593597,2019-09-06T23:57:14,1791994604497237,28992900383336,43716892656698,77994687835345,233141177726626,163305078146731,243754510848914,120192623117879,217869788931045,168396238462821,94680205799996,151135741369807,248814759218039,93252612,474939,1750771,4872527,10786746,13689440,15858985,7817115,7757986,8950593,12837744,7701007,754759,11296052,141546,350714,805837,1445158,1046964,1213775,1015993,1562954,1267230,1268167,905870,271844
2019-09-07,593747,2019-09-07T23:50:32,1792182104497237,12012890505550,59885825901879,78287399944491,233069423451530,164039836903134,243628559817054,119701790842352,217964917848210,168890167961068,94696531968001,151147420472064,248857338881904,93422089,406017,1798217,4904613,10776212,13804095,15872888,7824294,7759424,8953971,12849088,7717707,755563,11311772,113268,384783,800025,1438879,1064527,1215759,1013890,1562047,1268472,1271646,906298,272178
2019-09-08,593924,2019-09-08T23:45:23,1792403354497237,11044076546768,60639710456676,77324608768269,233250532652165,165284258622289,243747191213426,119281975291676,217067714251367,170013132636035,94713120942962,151144619822881,248892413292723,93593492,383953,1834748,4912715,10800052,13879410,15877956,7835897,7753180,8971700,12851521,7736055,756305,11328307,103028,401627,799049,1440764,1070470,1217117,1011880,1560649,1270012,1274454,906736,272521
2019-09-09,594070,2019-09-09T23:41:24,1792585854497237,22681962986555,48818004862777,77399830910442,231657997364496,167271267454802,243378961298185,119020694281088,217319541483136,170297206505163,94740241736962,151062339314475,248937806299156,93672960,425272,1760216,4883268,10815797,13910327,15929419,7838468,7759979,8983527,12867995,7741649,757043,11339386,134381,365015,804017,1441410,1076234,1219017,1010118,1559691,1271175,1278339,907105,272884
2019-09-10,594252,2019-09-10T23:53:10,1792813354497237,17942782319510,51507739936173,78560937286131,231651925933001,167072844385499,244477499496629,117597552845906,218063299857420,171005771752653,94705083516555,151254906896287,248973010271473,93731241,445707,1725250,4814012,10823567,13910194,16028195,7838117,7760438,8997164,12883051,7747643,757903,11364295,144950,358322,808227,1448984,1081011,1220645,1006947,1559286,1272706,1282054,907910,273253
2019-09-11,594436,2019-09-11T23:54:10,1793043354497237,28269130282475,49464329224772,81034634555232,229556348116489,158377115890312,243987719687297,118067929520265,217487040170185,171755888775397,94812256812379,151265193208413,248965768254021,93792985,433704,1744425,4760967,10758864,13951471,16116123,7848157,7761209,9002973,12904131,7752302,758659,11377213,138091,365650,807342,1455107,1082762,1222850,1005294,1558123,1273776,1286260,908375,273583
2019-09-12,594594,2019-09-12T23:52:00,1793240854497237,18353403327793,58766367940470,82589150879922,229733200246788,157572621218403,243553057061554,117991837858325,217029899742494,172486509652772,94880645481512,151147772468702,249136388618502,93950440,440865,1739301,4758118,10795497,13922877,16217076,7858984,7764242,9014716,12921989,7757251,759524,11392000,135249,371021,801432,1466095,1086733,1223505,1003483,1555777,1275573,1290461,908684,273987
2019-09-13,594744,2019-09-13T23:59:55,1793428354497237,15166742502326,51346310500175,93199278994823,228647734759813,159041545923950,243116203907891,117739199429729,217044983651223,172828046762594,94949949371754,151120051653750,249228307039209,94018841,407970,1688945,4782531,10793220,13906173,16314718,7865039,7776261,9024530,12929615,7769248,760591,11390127,133708,365213,801979,1466193,1084404,1227258,1001313,1554319,1278045,1294343,909018,274334
2019-09-14,594899,2019-09-14T23:58:03,1793622104497237,12242289886331,53972454784640,91295900653519,227508769568850,162660298857166,243049773346260,115249951256528,218889663957507,173366205599800,94927974225507,151200772068076,249258050293053,94151862,396663,1683032,4794974,10785601,13878369,16449513,7821483,7838836,9018375,12949287,7774308,761421,11409109,123111,387349,798529,1463768,1093149,1229943,999336,1553473,1277992,1298249,909538,274672
2019-09-15,595046,2019-09-15T23:17:12,1793805854497237,9472160601200,56859028760833,88348576439078,229076250308772,164055367559509,242999851880987,114690336796713,217888011519598,175054553088044,94966070986157,151099934854704,249295711701642,94252053,367512,1711654,4788508,10713716,13870415,16602809,7816021,7856133,9012720,12946273,7803973,762319,11432318,101546,415510,798307,1469238,1100420,1232503,996949,1551480,1279911,1301735,909705,275014
2019-09-16,595209,2019-09-16T23:48:12,1794009604497237,19034735512741,44353804952471,90727365204552,228037413720890,165355936920954,241718865085460,115657334856970,216595453346551,177013472555912,95076228396175,151049842313535,249389151631026,94331905,447715,1618439,4771342,10674467,13879948,16681766,7841416,7849036,9030971,12962980,7810403,763422,11439367,137046,376311,798176,1469765,1106674,1232824,995780,1547423,1284084,1305871,910019,275394
2019-09-17,595357,2019-09-17T23:53:29,1794194604497237,19944945758431,43702880308605,89849289073999,228071144546248,165324724282064,242601671668972,115436609621269,215909253302538,177468175398980,95383750320476,151082112056172,249420048159483,94425029,434077,1629290,4752820,10675162,13892853,16735622,7838385,7870081,9035427,12980711,7816333,764268,11451583,144791,372734,805225,1468421,1103219,1235725,993852,1545942,1285680,1309776,910462,275756
2019-09-18,595531,2019-09-18T23:38:52,1794412104497237,19768058044230,33838562349221,100599619638589,222511139301588,169642055764580,243781312784207,114117690036082,215301600786073,178975610140774,95263346106881,151183715668537,249429393876475,94471226,448064,1616841,4670903,10652073,13943323,16792794,7846433,7869816,9048887,12994855,7822182,765055,11457314,141594,373574,804540,1454342,1119089,1240795,991585,1543194,1287938,1313806,910744,276113
2019-09-19,595679,2019-09-19T23:56:14,1794597104497237,17972125936103,36046451873047,99164928203730,219186582235318,173147120144651,244615292742586,113988908765579,214824005632617,179720170207355,95246625329343,151216190707057,249468702719851,94618842,443172,1652832,4647375,10644159,13997935,16843244,7850634,7872493,9065352,12997564,7838323,765759,11471927,143389,379621,765630,1479573,1132819,1245343,988561,1542107,1289227,1318187,911096,276374
2019-09-20,595830,2019-09-20T23:46:38,1794785854497237,21157854159794,34306904377754,96910702112360,215566318125878,177050686158797,245128317689564,113719175016396,214318752659337,180697469544775,95195268985034,151256019055101,249478386612447,94778305,443014,1688851,4607071,10650393,14023154,16922142,7860430,7866411,9090299,12990649,7869349,766542,11482755,136549,379802,756277,1493624,1139205,1249494,985241,1539262,1292833,1322472,911306,276690
2019-09-21,595996,2019-09-21T23:59:16,1794993354497237,12993831477822,42456313136164,96594754799199,213941460855487,178832561167947,245498060248574,113329687707879,212901793884421,182249820566749,95125092821226,151492433998930,249577543832839,94955677,417073,1745340,4602605,10604082,14058379,17034090,7867520,7870866,9104013,12998124,7886250,767335,11507830,113822,396267,773580,1496849,1144832,1252468,982372,1538764,1294059,1326104,911745,276968
2019-09-22,596162,2019-09-22T23:44:40,1795200854497237,10126033901738,44464667197435,96202020286780,211305887091231,182347084604342,245920247887924,113289096120880,212647706120081,182625099762455,95183188719109,151434117297512,249655705507750,95195318,464068,1813272,4590615,10562359,14068486,17149481,7885924,7861028,9128813,12981018,7921991,768263,11528941,105294,409635,779795,1497826,1149607,1254696,980520,1536984,1294354,1330788,912146,277296
2019-09-23,596276,2019-09-23T23:59:18,1795343354497237,15360421651039,38289917250398,96124790596783,210765747889635,183365340471331,245458710739288,114097465955894,211899852871451,183653990500190,95263561399407,151393046710886,249670508460935,95348830,429897,1825706,4624118,10556551,14072348,17240447,7903042,7852058,9146521,12992017,7936963,769162,11559183,145866,377438,786174,1501124,1155564,1257891,979000,1533332,1296876,1335826,912503,277589
2019-09-24,596433,2019-09-24T23:55:53,1795539604497237,38538490216717,29693267403474,91991569777640,204067932149903,184824120094585,241987179177707,113687760420253,210813074439486,183545145661043,95073789156743,151614920542267,249702355457419,95415174,456585,1770542,4616178,10528656,14096367,17297136,7901577,7845282,9180367,12987446,7964900,770138,11567684,157701,369170,786237,1496736,1161566,1259354,976965,1529878,1298164,1341210,912865,277838
2019-09-25,596589,2019-09-25T23:56:32,1795734604497237,41489477465049,34390992420824,88087438743724,200977608546910,184979465725776,241272940071354,113127796355575,210456576137221,184342300287827,95236274878934,151598522546142,249775211317901,95516277,447721,1783708,4600524,10469684,14105119,17407448,7918243,7845191,9187572,13008314,7971715,771038,11588510,158929,384632,783902,1493844,1165655,1262066,975105,1527452,1298810,1346652,913333,278130
2019-09-26,596760,2019-09-26T23:55:38,1795948354497237,38467253471518,50631860977291,75225044546387,199152837657553,186733891997069,240906992543163,113444325791733,209688946210768,185057226768806,95229309357481,151500603495764,249910061679704,95641724,439289,1784473,4588639,10453097,14084674,17523891,7948046,7835797,9206454,13030061,7975226,772077,11598129,148732,396857,780540,1497552,1152920,1279647,973353,1524442,1299878,1352254,913505,278449
2019-09-27,596892,2019-09-27T23:54:04,1796113354497237,23038825223483,65017919475312,77982949148368,197982221680408,186728005823367,237098693150351,116691344252442,208968262215013,185772588100509,95291190407736,151616108815544,249925246204704,95777510,407099,1798366,4581733,10417076,14127061,17621041,7960315,7835035,9220089,13055189,7981375,773131,11613573,140917,406754,782408,1496959,1159074,1281801,971353,1521746,1302836,1356985,913957,278783
2019-09-28,597051,2019-09-28T23:49:56,1796312104497237,18092948238830,71783093728085,76068822054989,198176206314503,186829951220286,237236165048954,116415989850389,208281354597836,186525771382382,95370704293364,151524506372152,250006591395467,95931641,396293,1788042,4571218,10394556,14161108,17738030,7974305,7825463,9253399,13059675,7995283,774269,11635089,118422,433795,785286,1483697,1182322,1283778,969049,1519161,1305565,1360534,914388,279092
2019-09-29,597187,2019-09-29T23:52:39,1796482104497237,13344401452969,77100107439662,75791971665994,198045127217167,184374290748039,239579631025692,116139447942118,207624282562001,187484672118299,95433524505199,151549401949280,250015245870817,96100190,367107,1758068,4647631,10371361,14173761,17837254,8007514,7810757,9279189,13055397,8016713,775438,11660983,109279,453325,789250,1488059,1185630,1285025,967804,1514260,1311350,1362860,914730,279411
2019-09-30,597317,2019-09-30T23:41:48,1796644604497237,20379253262908,71642921056280,74242028254162,197151247867337,184595000693233,240440035586578,114745429074873,208170292514074,188065214500927,95631160025373,151587689219171,249994332442321,96212542,417965,1691274,4626664,10347435,14203799,17912705,8040882,7793672,9310398,13065666,8025247,776835,11683014,152785,412208,792222,1493388,1191324,1286966,966294,1508331,1318392,1366094,915336,279674
2019-10-01,597460,2019-10-01T23:59:41,1796823354497237,21685024945152,67271578280215,77203173731772,195560280437495,185476785046266,241087380230033,113709350344788,208051055891360,189358296251677,95807520111174,151598404832910,250014504394395,96325374,424932,1646082,4620973,10355395,14230512,17965136,8074803,7778862,9338122,13082726,8029576,778255,11702072,150655,406823,801705,1490117,1206797,1289189,964517,1501128,1324627,1370783,915775,279956
2019-10-02,597608,2019-10-02T23:58:48,1797008354497237,17602419194839,58436242148923,86769867650002,186648079230913,197364807506467,238879705972558,116336710828288,206397315840592,191023825902190,95888665295130,151595719352689,250064995574646,96462042,407515,1627086,4659364,10353839,14254104,18005077,8112108,7757695,9372528,13097062,8035732,779932,11715940,138439,400817,814669,1485134,1224550,1291651,963955,1489934,1335139,1375115,916254,280283
2019-10-03,597755,2019-10-03T23:51:25,1797192104497237,17878003222110,42719983553142,101216748455519,183618589910540,201174344031072,238582277013348,112434596748275,210051001863501,191828311097776,96009785028420,151519186066776,250159277506758,96586166,404290,1595859,4663512,10360578,14242744,18091727,8154523,7729058,9409916,13113596,8038879,781484,11737211,139236,398821,825838,1476325,1238286,1294257,963612,1480139,1343970,1379392,916778,280557
2019-10-04,597902,2019-10-04T23:32:20,1797375854497237,16018177381713,41153439854571,94290727565175,190334582708963,204319655891589,238800709294035,112541579379627,209550081807294,192644802676984,96031551196113,151515932558021,250174614183152,96710118,428674,1595451,4614237,10355602,14212265,18198012,8190137,7685983,9475661,13128206,8043042,782848,11755311,134579,393253,832296,1480343,1224210,1322116,962585,1471135,1355010,1381759,917227,280798
2019-10-05,598060,2019-10-05T23:54:17,1797573354497237,10033796909490,43028068521550,98127022092842,190056299670593,204824577556106,238855235804607,112435850899048,207833486772700,194360100045323,96165594642944,151656223207075,250197098374959,96894882,414693,1621292,4623513,10359825,14207586,18299195,8224776,7643658,9522075,13135891,8058255,784123,11775747,118152,405318,840812,1483286,1219478,1337303,962056,1464805,1358789,1387066,917625,281057
2019-10-06,598209,2019-10-06T23:58:11,1797759604497237,10284458431654,41062374550647,99763216650732,189155244766696,205736152257419,238854648149121,112579969963857,207120261867080,195087629630556,96207517407647,151369096786043,250539034035785,97044064,362431,1678862,4623921,10331160,14145653,18474139,8256394,7601801,9566331,13139267,8078710,785395,11799905,109626,419626,846814,1483221,1228643,1338228,961203,1457052,1366330,1389863,917993,281306
2019-10-07,598364,2019-10-07T23:51:22,1797953354497237,17526393961320,31734909919584,100517137049453,190067559333867,205784706116496,239128941822064,112944744387408,205966380650687,195925941509311,96443723748081,151400923100270,250511992898696,97149702,414371,1610136,4599763,10302626,14173012,18549414,8296803,7572370,9600720,13156020,8087467,787000,11809192,140779,377983,850253,1482142,1241440,1339037,961224,1449422,1373758,1393237,918347,281570
2019-10-08,598526,2019-10-08T23:55:18,1798155854497237,18550882475044,29889195009226,102940205717624,188636383454652,206921043665159,239051511188244,111452114193113,204866101041370,197317390568250,96557443778210,151457808604898,250515774801447,97270314,416572,1612093,4576520,10279904,14246509,18575795,8329912,7532192,9643192,13176018,8093480,788127,11818254,141274,373840,849334,1478645,1254828,1340546,960523,1441443,1380246,1397026,918722,281827
2019-10-09,598664,2019-10-09T23:56:26,1798328354497237,18225593208177,30060794915449,102999296665258,188254810288447,200945010005051,245447879206067,110425648737688,204399328757278,198862843163056,96698731483185,151377622864522,250630795203059,97396038,403116,1635990,4553143,10278786,14242161,18652232,8360199,7500024,9684067,13196252,8100691,789377,11830664,142732,373585,845169,1475920,1266754,1343900,959915,1430306,1389577,1401508,919165,282133
2019-10-10,598826,2019-10-10T23:56:26,1798530854497237,17820158946548,30350327091003,102962253477712,187902125926460,200316217603974,246381758324280,110684343366096,201626984288038,201728673203823,96702867438272,151337267859055,250717876971976,97523373,421426,1636126,4531250,10251261,14242166,18748235,8389050,7474222,9722222,13210528,8106094,790793,11848306,144853,381383,839638,1470938,1279411,1346469,958873,1415189,1404294,1405366,919501,282391
